"qid","query","prediction","cardinals","tf_answer","relaxed_precision","equivalent_ids","subgroups_ids","unrelated_ids"
2349,"how many hibbett sports stores are there",1067,"[(1000.0, 0.96), (1067.0, 0.98), (1067.0, 0.96)]","[('2', 0.96, '1000+ stores', 1000.0), ('16', 0.98, 'approximately 1,067', 1067.0), ('32', 0.96, 'approximately 1,067', 1067.0)]",1,"[32,2]",,
481,"how many mayors in new york",109,"[(109.0, 0.81)]","[('28', 0.81, '109 mayors', 109.0)]",1,,,
3274,"how many population in texas",28000000,"[(28000000.0, 0.94), (29000000.0, 0.97), (26500000.0, 0.96)]","[('5', 0.94, 'almost 28 million', 28000000.0), ('10', 0.97, 'about 29 million people', 29000000.0), ('39', 0.96, 'approximately 26.5 million', 26500000.0)]",1,"[10,39]",,
3810,"how many uk citizens are there",65599999,"[(66800000.0, 0.97), (65599999.99999999, 0.95), (3500000.0, 0.54)]","[('0', 0.97, 'estimated 66.8 million', 66800000.0), ('1', 0.95, '65.6 million', 65599999.99999999), ('7', 0.54, 'around 3.5 million EU citizens', 3500000.0)]",1,"[0]","[7]",
2311,"how many students in gwinnett county schools",180000,"[(180000.0, 0.97)]","[('33', 0.97, 'about 180,000', 180000.0)]",1,,,
4439,"how many govt schools in delhi",449,"[(449.0, 0.99)]","[('19', 0.99, '449 schools', 449.0)]",0,,,
3625,"how many students at harvard",31655,"[(31655.0, 0.99), (1990.0, 0.74)]","[('5', 0.99, 'approximately 31,655', 31655.0), ('46', 0.74, 'Approximately 1,990', 1990.0)]",0,,,
1819,"how many osmond brothers are still alive",9,"[(9.0, 0.98), (9.0, 0.98), (7.0, 0.57), (9.0, 0.96), (9.0, 0.93), (9.0, 0.9), (7.0, 0.96), (9.0, 0.96), (9.0, 0.79), (7.0, 0.54)]","[('0', 0.98, 'nine siblings', 9.0), ('2', 0.98, 'nine Osmonds', 9.0), ('8', 0.57, '7 brothers', 7.0), ('10', 0.96, 'nine children', 9.0), ('16', 0.93, 'nine children', 9.0), ('23', 0.9, 'nine siblings', 9.0), ('24', 0.96, '7 brothers', 7.0), ('25', 0.96, 'nine siblings', 9.0), ('27', 0.79, 'nine Osmonds', 9.0), ('32', 0.54, '7 brothers', 7.0)]",0,,,
1817,"how many orville episodes are there",14,"[(14.0, 0.98), (12.0, 0.94), (14.0, 0.98), (10.0, 0.98), (36.0, 0.7)]","[('3', 0.98, '14 episodes', 14.0), ('5', 0.94, '12 episodes', 12.0), ('6', 0.98, '14 episodes', 14.0), ('14', 0.98, '10 episodes', 10.0), ('39', 0.7, '36 Metascore', 36.0)]",0,,,
2200,"how many gacha life youtubers are there",8,"[(8.0, 0.96)]","[('10', 0.96, '8 characters', 8.0)]",0,,,
1989,"how many elton john albums are there",31,"[(31.0, 0.99)]","[('0', 0.99, '31 studio albums', 31.0)]",0,,,
3217,"how many peter pan movies are there",6,"[(6.0, 0.9), (1000.0, 0.87)]","[('1', 0.9, 'six films', 6.0), ('2', 0.87, '1000 peter pan movies', 1000.0)]",0,,,
1806,"how many opm episodes are there",2,"[(24.0, 0.86), (12.0, 0.99), (2.0, 0.76), (2.0, 0.97), (2.0, 0.53), (4.0, 0.82), (2.0, 0.61), (2.0, 0.96)]","[('1', 0.86, '24 episodes', 24.0), ('2', 0.99, '12 episodes', 12.0), ('4', 0.76, '2 Seasons', 2.0), ('7', 0.97, 'two seasons', 2.0), ('14', 0.53, 'Two seasons', 2.0), ('17', 0.82, 'four possibilities', 4.0), ('36', 0.61, 'Two', 2.0), ('42', 0.96, 'two Spider-Man', 2.0)]",0,,,
4578,"how many rick and morty episodes",10,"[(51.0, 0.98), (51.0, 0.99), (10.0, 0.99), (10.0, 0.99), (10.0, 0.93), (70.0, 0.97), (11.0, 0.67), (7.0, 0.78), (10.0, 0.87), (14.0, 0.95), (10.0, 0.97), (10.0, 0.99)]","[('0', 0.98, '51 episodes', 51.0), ('1', 0.99, '51 episodes', 51.0), ('3', 0.99, '10 episodes', 10.0), ('8', 0.42, '20 episodes into its 70-episode order', 20.0), ('8', 0.42, '20 episodes into its 70-episode order', 70.0), ('11', 0.99, '10 episodes', 10.0), ('15', 0.42, '20 episodes into its 70-episode order', 20.0), ('15', 0.42, '20 episodes into its 70-episode order', 70.0), ('16', 0.93, '10 Episodes', 10.0), ('17', 0.97, '70 episodes', 70.0), ('20', 0.67, '11-episode', 11.0), ('21', 0.78, 'seven', 7.0), ('22', 0.87, '10 episodes', 10.0), ('37', 0.95, '14 Episodes', 14.0), ('41', 0.97, '10 episodes', 10.0), ('42', 0.33, '10 episodes', 10.0), ('44', 0.99, '10 episodes', 10.0)]",0,,,
2858,"how many mcu movies is captain america in",4,"[(27.0, 0.97), (4.0, 0.74), (10.0, 0.98), (5.0, 0.54), (4.0, 0.85), (2.0, 0.97), (27.0, 0.91), (2.0, 0.94)]","[('1', 0.97, '27 MCU movies', 27.0), ('4', 0.74, 'four of the Avengers movies', 4.0), ('7', 0.44, '3-Movie Collection', 3.0), ('16', 0.98, '10 Marvel movies', 10.0), ('22', 0.32, '3 |', 3.0), ('26', 0.54, '5 DC Villains', 5.0), ('29', 0.85, '4 Captain', 4.0), ('38', 0.97, 'two fight', 2.0), ('46', 0.91, '27 MCU Movies', 27.0), ('47', 0.94, 'two badass ladies', 2.0)]",0,,,
685,"how many abyssian exam pass",,"[]","[]",0,,,
1758,"how many episodes of handmaid's tale",10,"[(46.0, 0.99), (10.0, 0.99), (13.0, 0.95), (13.0, 0.95), (13.0, 0.98), (10.0, 0.96), (10.0, 0.76), (5.0, 0.91), (10.0, 0.99), (8.0, 0.99), (10.0, 0.85), (10.0, 0.96), (13.0, 0.87), (3.0, 0.82), (10.0, 0.99), (4.0, 0.89)]","[('0', 0.99, '46 episodes', 46.0), ('1', 0.99, '10 episodes', 10.0), ('2', 0.37, '5. Seasons 1 and 4 each had 10 episodes', 5.0), ('2', 0.37, '5. Seasons 1 and 4 each had 10 episodes', 1.0), ('2', 0.37, '5. Seasons 1 and 4 each had 10 episodes', 10.0), ('4', 0.95, '13 episodes', 13.0), ('8', 0.39, ""four of The Handmaid's Tale"", 4.0), ('13', 0.95, '13 episodes', 13.0), ('15', 0.98, '13 episodes', 13.0), ('16', 0.96, '10 episodes', 10.0), ('17', 0.76, '10 episodes', 10.0), ('19', 0.91, '5 release date', 5.0), ('20', 0.99, '10 episodes', 10.0), ('21', 0.99, 'eight episodes', 8.0), ('22', 0.85, '10 episodes', 10.0), ('24', 0.96, '10 ended', 10.0), ('27', 0.87, '13 episodes', 13.0), ('31', 0.82, '3 episodes', 3.0), ('33', 0.99, '10 episodes', 10.0), ('35', 0.44, '4 Episode Release Guide News', 4.0), ('37', 0.42, 'nine episodes', 9.0), ('38', 0.89, '4 Episode 6', 4.0), ('42', 0.42, '10 episodes', 10.0)]",0,,,
2941,"how many members does mnl48 have",23,"[(30.0, 0.99), (98.0, 0.9), (86.0, 0.74), (5.0, 0.8), (5.0, 0.63), (23.0, 0.92), (9.0, 0.9)]","[('1', 0.99, '30 members', 30.0), ('5', 0.9, '98 members', 98.0), ('9', 0.74, '86 members', 86.0), ('22', 0.8, '5 members', 5.0), ('24', 0.63, '5 member', 5.0), ('25', 0.38, '16 members', 16.0), ('28', 0.92, '23 members', 23.0), ('43', 0.9, '9 member', 9.0)]",0,,,
351,"how many albums does eminem have",11,"[(11.0, 0.97), (49100000.0, 0.65), (11.0, 0.98), (7.0, 0.97), (10.0, 0.98), (19.0, 0.96), (16.0, 0.98)]","[('3', 0.97, '11 albums', 11.0), ('4', 0.65, '49.1 million albums', 49100000.0), ('8', 0.98, '11 albums', 11.0), ('10', 0.97, '7 albums', 7.0), ('11', 0.98, '10 studio albums', 10.0), ('12', 0.96, '19 albums', 19.0), ('22', 0.98, 'sixteen albums', 16.0)]",0,,,
3796,"how many rashtriy udyan in india",,"[]","[]",0,,,
1254,"how many dhq in pakistan",,"[]","[]",0,,,
1916,"how many cases of cjd in uk",178,"[(178.0, 0.63)]","[('4', 0.63, '178 cases', 178.0)]",0,,,
2871,"how many mdrt in singapore",70,"[(70.0, 0.63)]","[('22', 0.63, '70 個國家/地區的 500 多間公司', 70.0)]",0,,,
1160,"how many crm companies are there",379,"[(300.0, 0.6), (379.0, 0.52), (40500.0, 0.87)]","[('14', 0.6, '300 CRM software companies', 300.0), ('18', 0.52, '379 CRM systems', 379.0), ('20', 0.87, 'Approximately 40,500', 40500.0)]",0,,,
1119,"how many cng pump in gorakhpur",2,"[(2.0, 0.71)]","[('24', 0.71, 'two CNG pumps', 2.0), ('42', 0.45, '2 CNG Pumps', 2.0)]",0,,,
895,"how many bars are in milwaukee",,"[]","[]",0,,,
4548,"how many peugeot dealers are there in the uk",,"[]","[]",0,,,
1798,"how many onomatopoeia in japanese",5,"[(5.0, 0.6), (5.0, 0.58), (50.0, 0.95)]","[('0', 0.6, 'five types', 5.0), ('1', 0.58, 'five main types', 5.0), ('26', 0.95, 'fifty sounds', 50.0)]",0,,,
1413,"how many ied attacks in afghanistan",170,"[(26.0, 0.52), (183.0, 0.52), (170.0, 0.52)]","[('4', 0.52, '26 August 2021, at 17:50 local time (13:20 UTC), during the evacuation from Afghanistan. At least 183 people were killed, including 170 Afghan civilians', 26.0), ('4', 0.52, '26 August 2021, at 17:50 local time (13:20 UTC), during the evacuation from Afghanistan. At least 183 people were killed, including 170 Afghan civilians', 183.0), ('4', 0.52, '26 August 2021, at 17:50 local time (13:20 UTC), during the evacuation from Afghanistan. At least 183 people were killed, including 170 Afghan civilians', 170.0)]",0,,,
230,"how many homicides in milwaukee 2019",189,"[(190.0, 0.93), (97.0, 0.97), (190.0, 0.52), (189.0, 0.97), (97.0, 0.82), (155.0, 0.59), (190.0, 0.97), (189.0, 0.98), (189.0, 0.96), (147.0, 0.55), (167.0, 0.6)]","[('10', 0.93, '190 homicides', 190.0), ('11', 0.97, '97 homicides', 97.0), ('16', 0.52, '190 homicides', 190.0), ('17', 0.97, '189 homicides', 189.0), ('18', 0.82, '97 homicides', 97.0), ('22', 0.59, '155 homicides', 155.0), ('24', 0.97, '190 homicides', 190.0), ('29', 0.98, '189 homicides', 189.0), ('31', 0.96, '189 homicides', 189.0), ('34', 0.55, '147 murders', 147.0), ('39', 0.6, '167 gun-related murders', 167.0)]",0,,,
1092,"how many restaurants does coke have",,"[]","[]",0,,,
3801,"how many ugg brands in australia",,"[]","[]",0,,,
3325,"how many pwc offices in australia",,"[]","[]",0,,,
3439,"how many rixos in dubai",414,"[(414.0, 0.67)]","[('0', 0.67, '414 stylish rooms', 414.0), ('21', 0.33, '17 kilometres', 17.0)]",0,,,
1379,"how many ibis hotels in paris",100,"[(55.0, 0.93), (100.0, 0.95), (100.0, 0.71)]","[('3', 0.93, '55 Ibis Hotels', 55.0), ('8', 0.95, '100 hotels', 100.0), ('9', 0.71, '100 hotels', 100.0)]",0,,,
222,"how many fbi agents are there 2020",48,"[(5.0, 0.69), (48.0, 0.88), (900.0, 0.79)]","[('4', 0.69, 'five major types', 5.0), ('17', 0.88, '48 positions', 48.0), ('20', 0.44, '56 field offices', 56.0), ('24', 0.79, 'some 900 individuals', 900.0)]",0,,,
2670,"how many panchayat in kujang block",,"[]","[]",0,,,
1152,"how many cpm mla in west bengal",60,"[(60.0, 0.68)]","[('4', 0.44, '136 of the total 294 seats', 136.0), ('32', 0.68, 'nearly 60 seats', 60.0)]",0,,,
234,"how many seats jsp won in 2019",175,"[(1.0, 0.81), (175.0, 0.94), (230.0, 0.58)]","[('1', 0.81, 'one seat', 1.0), ('2', 0.94, '175 Assembly seats', 175.0), ('14', 0.58, '230-seat parliament', 230.0)]",0,,,
3910,"how many seats vba won in vidhan sabha",1,"[(1.0, 0.69), (60.0, 0.62)]","[('2', 0.69, 'one State', 1.0), ('14', 0.62, '60 B', 60.0), ('31', 0.45, '1 See answer', 1.0)]",0,,,
1652,"how many nsli semifinalists are there",,"[]","[]",0,,,
1294,"how many dnc members are there",535,"[(168.0, 0.51), (535.0, 0.93)]","[('3', 0.51, '168 members', 168.0), ('44', 0.93, '535 members', 535.0)]",0,,,
3481,"how many rspca shelters are there in australia",,"[]","[]",0,,,
1919,"how many dwcra groups are there in india",119,"[(119.0, 0.97), (54.0, 0.94)]","[('2', 0.97, '119 DWCRA units', 119.0), ('10', 0.94, '54 DWCRA groups', 54.0)]",0,,,
1746,"how many odf states in india",28,"[(28.0, 0.98), (28.0, 0.98), (28.0, 0.99), (28.0, 0.97), (37.0, 0.76), (28.0, 0.98), (28.0, 0.98), (28.0, 0.93), (29.0, 0.94), (29.0, 0.98), (28.0, 0.99), (28.0, 0.98), (28.0, 0.99), (28.0, 0.89), (28.0, 0.89), (28.0, 0.98), (28.0, 0.95), (28.0, 0.99), (17.0, 0.65), (29.0, 0.98), (28.0, 0.99), (31.0, 0.54)]","[('0', 0.98, '28 States', 28.0), ('1', 0.98, '28 states', 28.0), ('3', 0.99, '28 states', 28.0), ('4', 0.97, '28 states', 28.0), ('5', 0.76, '37 States', 37.0), ('6', 0.98, '28 states', 28.0), ('7', 0.98, '28 states', 28.0), ('8', 0.93, '28 states', 28.0), ('10', 0.94, '29 Indian states', 29.0), ('12', 0.98, '29 states', 29.0), ('13', 0.99, '28 states', 28.0), ('15', 0.98, '28 states', 28.0), ('16', 0.99, '28 states', 28.0), ('17', 0.89, '28 states', 28.0), ('18', 0.89, '28 states', 28.0), ('19', 0.98, '28 States', 28.0), ('21', 0.95, '28 states', 28.0), ('23', 0.99, '28 states', 28.0), ('26', 0.65, '17 countries', 17.0), ('28', 0.98, '29 states', 29.0), ('34', 0.99, '28 states', 28.0), ('40', 0.54, '31 states', 31.0)]",0,,,
1812,"how many orphanages in the us",,"[]","[]",0,,,
1633,"how many nri in canada",,"[]","[]",0,,,
1075,"how many cajuns in louisiana",1000000,"[(1000000.0, 0.93)]","[('35', 0.93, 'nearly 1 million Cajuns', 1000000.0)]",0,,,
1357,"how many hygienists per dentist in virginia",,"[]","[]",0,,,
176,"how many dbqs are on the apush exam 2020",5,"[(5.0, 0.81), (5.0, 0.97), (9.0, 0.82), (5.0, 0.53), (5.0, 0.98), (5.0, 0.92), (5.0, 0.98)]","[('10', 0.81, 'five', 5.0), ('17', 0.97, 'five documents', 5.0), ('20', 0.82, 'nine units', 9.0), ('30', 0.53, '5 document', 5.0), ('33', 0.98, 'five documents', 5.0), ('40', 0.49, 'seven 5-document DBQs', 7.0), ('42', 0.92, 'five documents', 5.0), ('44', 0.98, 'five documents', 5.0)]",0,,,
4116,"how many confirmed cases of covid-19 in michigan",45,"[(45.0, 0.95)]","[('18', 0.95, '45 cases', 45.0)]",0,,,
1174,"how many cases of corona in ohio",,"[]","[]",0,,,
3965,"how many covid cases in houston",,"[]","[]",0,,,
3282,"how many positive cases in florida today",,"[]","[]",0,,,
1861,"how many honda cbx were made",80,"[(80.0, 0.89), (2014.0, 0.61)]","[('4', 0.89, '80 CBXs', 80.0), ('31', 0.61, '2014 model year', 2014.0)]",0,,,
650,"how many jeep yj were made",,"[]","[]",0,,,
265,"how many ppv buys for ufc 250",1650000,"[(1650000.0, 0.88), (2400000.0, 0.97), (1500000.0, 0.58)]","[('4', 0.88, '1.65 million pay-per-view buys', 1650000.0), ('17', 0.97, '2.4 million buys', 2400000.0), ('28', 0.58, '1.5 million PPV buys', 1500000.0)]",0,,,
3961,"how many employees does vmc have",,"[]","[]",0,,,
881,"how many azs in us-east-1",,"[]","[]",0,,,
3587,"how many trains does mrt have",,"[]","[]",0,,,
3822,"how many ukrainian soldiers have died",,"[]","[]",0,,,
2511,"how many kaepernick shoes were sold",,"[]","[]",0,,,
1205,"mamy czas",,"[]","[]",0,,,
1128,"how many coke stocks are there",,"[]","[]",0,,,
724,"how many shares of ahbeesee were sold",,"[]","[]",0,,,
1507,"how many irelands can fit in texas",,"[]","[]",0,,,
2688,"how many kyber to stake",,"[]","[]",0,,,
1629,"how many times nrc in india",,"[]","[]",0,,,
496,"how many nba players have coronavirus",302,"[(450.0, 0.79), (7.0, 0.98), (302.0, 0.76)]","[('8', 0.79, '450 or so NBA players', 450.0), ('22', 0.98, 'seven players', 7.0), ('28', 0.41, 'seven....', 7.0), ('36', 0.27, 'seven', 7.0), ('44', 0.76, '302 NBA players', 302.0)]",0,,,
1170,"how many seats in honda crz",5,"[(5.0, 0.8), (5.0, 0.79)]","[('7', 0.8, 'five people', 5.0), ('21', 0.79, 'five people', 5.0)]",0,,,
1940,"how many eating utensils are in the white house",12,"[(12.0, 0.73), (3.0, 0.58)]","[('30', 0.73, '12 people', 12.0), ('40', 0.58, 'Three Eating Utensils', 3.0)]",0,,,
354,"how many angles does a pentagon have",5,"[(5.0, 0.99), (5.0, 0.58), (5.0, 0.99), (5.0, 0.98), (5.0, 0.88), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.79), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.58), (5.0, 0.58), (5.0, 0.97), (5.0, 0.99)]","[('0', 0.99, '5 sides', 5.0), ('1', 0.58, 'five angles', 5.0), ('3', 0.99, 'five sides', 5.0), ('4', 0.98, 'five angles', 5.0), ('5', 0.88, '5 equal sides 5 equal internal angles', 5.0), ('6', 0.99, '5 sides', 5.0), ('9', 0.99, '5 sides', 5.0), ('10', 0.99, '5 sides', 5.0), ('11', 0.99, '5 sides', 5.0), ('12', 0.43, '5 What', 5.0), ('13', 0.99, '5 sides', 5.0), ('14', 0.79, '5 sided polygon', 5.0), ('17', 0.99, 'five sides', 5.0), ('18', 0.99, '5 sides', 5.0), ('21', 0.99, '5 sides', 5.0), ('27', 0.58, '5 sides 5', 5.0), ('27', 0.58, '5 sides 5', 5.0), ('29', 0.97, '5 sides', 5.0), ('30', 0.99, '5 sides', 5.0), ('31', 0.42, '3 What do you call a 9 sided shape', 3.0), ('31', 0.42, '3 What do you call a 9 sided shape', 9.0)]",0,,,
2990,"how many msq in arr",80,"[(80.0, 0.97), (51.0, 0.78), (210.0, 0.58), (12.0, 0.55)]","[('4', 0.97, '80 quests', 80.0), ('20', 0.42, '186 give or take', 186.0), ('38', 0.78, '51 quests', 51.0), ('40', 0.58, 'about 210 hours', 210.0), ('44', 0.55, '12 - ARR - Do', 12.0)]",0,,,
2145,"how many floors are in the white house",6,"[(4.0, 0.67), (6.0, 0.66), (6.0, 0.89), (4.0, 0.84), (3.0, 0.99), (6.0, 0.97), (6.0, 0.5), (6.0, 0.98), (6.0, 0.98), (6.0, 0.99)]","[('3', 0.67, 'four floors', 4.0), ('6', 0.66, 'six stories', 6.0), ('14', 0.89, '6 levels', 6.0), ('17', 0.84, 'four floors', 4.0), ('18', 0.99, 'three floors', 3.0), ('19', 0.97, '6 levels', 6.0), ('22', 0.5, 'six stories', 6.0), ('25', 0.98, 'six floors', 6.0), ('31', 0.98, 'six floors', 6.0), ('34', 0.99, 'six floors', 6.0)]",0,,,
1579,"how many calories in giant jbc meal",360,"[(360.0, 0.95), (1200.0, 0.5), (290.0, 0.98)]","[('2', 0.95, '360 calories', 360.0), ('28', 0.5, '1200 Calorie', 1200.0), ('36', 0.98, '290 calories', 290.0)]",0,,,
3207,"how many shots pcp air rifle",10,"[(64.0, 0.56), (180.0, 0.96), (10.0, 0.92), (160.0, 0.6), (10.0, 0.96), (10.0, 0.77), (51.0, 0.84), (15.0, 0.65), (10.0, 0.98), (10.0, 0.53), (10.0, 0.87)]","[('6', 0.56, '64 shots', 64.0), ('12', 0.96, '180 consistent shots', 180.0), ('16', 0.92, '10-shot string', 10.0), ('22', 0.6, 'approximately 160 shots', 160.0), ('25', 0.96, '10-shot string', 10.0), ('30', 0.77, '10-shot', 10.0), ('35', 0.84, '51 shots', 51.0), ('40', 0.65, '15 shots', 15.0), ('41', 0.98, '10-shot clips', 10.0), ('43', 0.53, '10- shot rotary magazine system', 10.0), ('45', 0.87, '10-shot version', 10.0)]",0,,,
1549,"how many stocks in ivv",500,"[(500.0, 0.97), (500.0, 0.98), (500.0, 0.98), (500.0, 0.93), (500.0, 0.96), (500.0, 0.7), (500.0, 0.96), (500.0, 0.98), (500.0, 0.98), (500.0, 0.95), (500.0, 0.88), (500.0, 0.97), (500.0, 0.94), (500.0, 0.98), (500.0, 0.92), (500.0, 0.55), (500.0, 0.9), (500.0, 0.97), (500.0, 0.97), (500.0, 0.7), (500.0, 0.97), (500.0, 0.92), (500.0, 0.97), (500.0, 0.98)]","[('0', 0.97, '500 ETF', 500.0), ('1', 0.98, '500 ETF', 500.0), ('2', 0.98, '500 ETF', 500.0), ('3', 0.93, '500 Index-delivers', 500.0), ('5', 0.96, '500 index fund', 500.0), ('6', 0.27, '500 of the largest cap U.S. stocks. 3. Use at the core of your portfolio to seek long-term growth. The iShares Core S&P 500 ETF', 500.0), ('6', 0.27, '500 of the largest cap U.S. stocks. 3. Use at the core of your portfolio to seek long-term growth. The iShares Core S&P 500 ETF', 3.0), ('6', 0.27, '500 of the largest cap U.S. stocks. 3. Use at the core of your portfolio to seek long-term growth. The iShares Core S&P 500 ETF', 500.0), ('7', 0.7, '500 index fund', 500.0), ('9', 0.96, '500 index', 500.0), ('10', 0.98, '500 Index', 500.0), ('11', 0.98, '500 Index', 500.0), ('13', 0.48, '500 U.S.', 500.0), ('14', 0.43, '500 ETF Forecast', 500.0), ('16', 0.95, '500 ETF', 500.0), ('17', 0.88, '500 ETF', 500.0), ('18', 0.97, '500 ETF', 500.0), ('22', 0.94, '500 ETF', 500.0), ('23', 0.98, '500 ETF', 500.0), ('24', 0.92, '500 ETF', 500.0), ('26', 0.55, ""500 ETF's units"", 500.0), ('29', 0.9, '500 index fund', 500.0), ('34', 0.44, '500 ...', 500.0), ('36', 0.97, '500 ETF', 500.0), ('38', 0.97, '500 index', 500.0), ('39', 0.7, '500 ETF', 500.0), ('40', 0.97, '500 ETF', 500.0), ('42', 0.92, '500 ETF', 500.0), ('45', 0.97, '500 ETF', 500.0), ('47', 0.98, '500 ETF', 500.0)]",0,,,
2520,"how many kayle in tft",5,"[(5.5, 0.52), (13.0, 0.94), (3.0, 0.64)]","[('2', 0.33, '5 min', 5.0), ('3', 0.52, '5.5 - Item build', 5.5), ('13', 0.94, '13 Kayles', 13.0), ('35', 0.64, '3 BM', 3.0)]",0,,,
3793,"how many kilometers udupi to malpe",6,"[(5.33, 0.72), (66.0, 0.85), (65.0, 0.96), (6.0, 0.84), (6.0, 0.94), (6.0, 0.94), (6.0, 0.94), (6.0, 0.69)]","[('0', 0.72, '5.33 km', 5.33), ('6', 0.85, '66 kilometres', 66.0), ('10', 0.96, '65 km', 65.0), ('12', 0.32, '69.5 km', 69.5), ('19', 0.84, 'about six kilometers', 6.0), ('25', 0.94, 'about six kilometers', 6.0), ('26', 0.94, 'about six kilometers', 6.0), ('39', 0.94, 'about six kilometers', 6.0), ('40', 0.32, 'about 10 kilometers', 10.0), ('45', 0.69, 'about six kilometers', 6.0), ('46', 0.39, 'two ways', 2.0)]",0,,,
