"qid","query","prediction","cardinals","tf_answer","relaxed_precision","equivalent_ids","subgroups_ids","unrelated_ids"
7060,"how many oompa loompas are in charlie and the chocolate factory",165,"[(165.0, 0.97), (12.0, 0.93), (165.0, 0.98), (4.0, 0.86)]","[('4', 0.97, '165 Oompa Loompas', 165.0), ('5', 0.93, '12 Oompa Loompas', 12.0), ('19', 0.98, '165 Oompa-Loompas', 165.0), ('41', 0.86, 'four ...', 4.0)]",1,"[4]","[5]","[41]"
7383,"how many rings does elway have",2,"[(2.0, 0.96), (2.0, 0.8), (2.0, 0.92), (4.0, 0.66), (2.0, 1.0), (2.0, 0.88), (2.0, 0.65), (2.0, 0.95), (2.0, 0.99), (2.0, 0.85), (4.0, 0.68), (2.0, 0.98), (2.0, 0.98)]","[('0', 0.96, '2 rings', 2.0), ('1', 0.32, '3 Super bowl rings 2 of them', 3.0), ('1', 0.32, '3 Super bowl rings 2 of them', 2.0), ('3', 0.8, '2 Super Bowl Rings', 2.0), ('11', 0.92, '2 Super Bowl rings', 2.0), ('13', 0.66, 'four', 4.0), ('19', 1.0, 'Two', 2.0), ('20', 0.88, 'two Super Bowl wins', 2.0), ('21', 0.31, '2. S.B', 2.0), ('27', 0.65, 'two of the rings', 2.0), ('29', 0.95, 'two Super Bowl championships', 2.0), ('32', 0.99, 'two rings', 2.0), ('34', 0.85, 'two quarterback greats', 2.0), ('42', 0.68, 'four championship rings', 4.0), ('44', 0.98, '2 SB rings', 2.0), ('46', 0.98, '2 rings', 2.0)]",1,"[32,44,46,0,29,11,20,3,27]",,"[13,42,34]"
9577,"how many sacraments are there in the catholic church",7,"[(7.0, 0.97), (7.0, 0.95), (7.0, 0.95), (7.0, 0.98), (7.0, 0.98), (7.0, 0.98), (7.0, 0.91), (7.0, 0.92), (7.0, 0.9), (7.0, 0.99), (7.0, 0.99), (7.0, 0.99), (7.0, 0.98), (7.0, 0.99), (7.0, 0.98)]","[('0', 0.97, 'seven holy sacraments', 7.0), ('1', 0.95, 'seven sacraments', 7.0), ('2', 0.95, 'seven sacraments', 7.0), ('3', 0.98, 'seven sacraments', 7.0), ('4', 0.98, '7 sacraments', 7.0), ('6', 0.98, 'seven sacraments', 7.0), ('8', 0.91, 'seven sacraments', 7.0), ('10', 0.92, 'seven Sacraments', 7.0), ('11', 0.9, 'seven', 7.0), ('14', 0.99, 'seven sacraments', 7.0), ('15', 0.99, 'seven sacraments', 7.0), ('20', 0.99, 'seven sacraments', 7.0), ('28', 0.98, 'seven sacraments', 7.0), ('36', 0.99, 'seven sacraments', 7.0), ('37', 0.98, 'seven sacraments', 7.0), ('39', 0.39, '10 or 12', 10.0)]",1,"[15,20,36,3,4,6,28,37,0,1,2,10,8,11]",,
9651,"how many shlokas in valmiki ramayana",24000,"[(25000.0, 0.98), (24000.0, 0.95), (24000.0, 0.97), (24000.0, 0.58), (24000.0, 0.99), (24000.0, 0.53), (24000.0, 0.97), (24000.0, 0.91), (24000.0, 0.99)]","[('0', 0.98, 'roughly 25,000', 25000.0), ('6', 0.95, 'twenty four thousand verses', 24000.0), ('10', 0.97, 'about 24,000', 24000.0), ('13', 0.58, 'some 24,000', 24000.0), ('16', 0.99, 'twenty four thousand Slokas', 24000.0), ('27', 0.53, '24,000-sloka', 24000.0), ('34', 0.97, 'approximately 24000 slokas', 24000.0), ('35', 0.91, '24000 shlokas', 24000.0), ('47', 0.99, '24000 slokas', 24000.0)]",1,"[47,10,34,6,35,13,27,0]",,
10795,"how many varieties of zoysia grass are there",3,"[(3.0, 0.98), (3.0, 0.98), (3.0, 0.93), (4.0, 0.51), (3.0, 0.67), (11.0, 0.69)]","[('6', 0.98, 'three main varieties', 3.0), ('7', 0.98, 'three main varieties', 3.0), ('13', 0.93, 'three principal species', 3.0), ('15', 0.51, 'four varieties', 4.0), ('18', 0.67, 'three of the different species', 3.0), ('21', 0.69, 'Almost 11 different species', 11.0)]",1,"[7,13,18,15,21]",,
10247,"how many vatican museums are there",54,"[(54.0, 0.98)]","[('6', 0.98, '54 museums', 54.0)]",1,,,
10784,"how many zones are in eritrea",6,"[(6.0, 0.95), (7.0, 0.93), (6.0, 0.95), (13.0, 0.7), (3.0, 0.97), (3.0, 0.98)]","[('0', 0.95, 'Six', 6.0), ('1', 0.93, 'one of the six regions', 7.0), ('2', 0.95, 'six regions', 6.0), ('6', 0.7, '13 administrative areas', 13.0), ('12', 0.97, 'three regions', 3.0), ('14', 0.98, 'three major zones', 3.0)]",1,"[2]","[1,12,14]","[13]"
10789,"how many zones was germany divided into",4,"[(4.0, 0.99), (4.0, 0.6), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (4.0, 0.82), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99), (4.0, 0.99)]","[('0', 0.99, 'four zones', 4.0), ('1', 0.6, 'four military occupation zones', 4.0), ('2', 0.99, 'four sectors', 4.0), ('4', 0.99, 'four occupational zones', 4.0), ('6', 0.99, 'four zones', 4.0), ('9', 0.98, ""4 'zones"", 4.0), ('10', 0.99, 'four occupied zones', 4.0), ('11', 0.43, 'Three', 3.0), ('12', 0.82, 'four', 4.0), ('13', 0.99, 'four zones', 4.0), ('14', 0.99, 'four zones', 4.0), ('16', 0.98, 'four Allied occupation zones', 4.0), ('17', 0.99, 'four zones', 4.0), ('18', 0.99, 'four zones', 4.0), ('19', 0.99, 'four zones', 4.0), ('20', 0.98, 'four occupation zones', 4.0), ('21', 0.99, 'four zones', 4.0), ('24', 0.99, 'four zones', 4.0), ('25', 0.99, 'four zones', 4.0), ('26', 0.99, 'four zones', 4.0)]",1,"[2,4,6,10,13,14,17,18,19,21,24,25,26,9,16,20,12,1]",,
4850,"how many ak47 have been made",100000000,"[(100000000.0, 0.93), (100000000.0, 0.96), (75000000.0, 0.61)]","[('3', 0.93, 'some 100 million AKs', 100000000.0), ('15', 0.96, 'estimated 100 million AK-47s', 100000000.0), ('25', 0.61, '75 million examples', 75000000.0)]",1,"[3,25]",,
5590,"how many aoa sensors on airbus",3,"[(3.0, 0.95), (3.0, 0.98), (3.0, 0.63), (2.0, 0.82), (3.0, 0.67), (3.0, 0.87), (2.0, 0.97)]","[('0', 0.95, '3 x AOA-sensors', 3.0), ('2', 0.39, 'three AOA sensors', 3.0), ('3', 0.98, 'three sensors', 3.0), ('9', 0.63, 'three AoA sensors', 3.0), ('21', 0.82, 'two', 2.0), ('26', 0.67, 'three AoA sensors', 3.0), ('28', 0.87, 'three', 3.0), ('34', 0.97, 'two AoA sensors', 2.0)]",1,"[0,28,26,9,21,34]",,
8926,"how many nbn connections",4,"[(6.0, 0.9), (4.0, 0.95)]","[('7', 0.9, 'six separate connections', 6.0), ('9', 0.95, '4 data ports', 4.0)]",1,,,"[7]"
11042,"how many cctv cameras in london",627707,"[(627707.0, 0.67), (619.0, 0.99), (691000.0, 0.97)]","[('3', 0.67, 'approximately 627,707', 627707.0), ('23', 0.99, '619 cameras', 619.0), ('31', 0.97, 'Approximately 691,000', 691000.0)]",1,"[31]","[23]",
6342,"how many data fields in dso",16,"[(3.0, 0.66), (16.0, 0.99), (749.0, 0.98)]","[('0', 0.66, 'three types', 3.0), ('1', 0.99, '16 fields', 16.0), ('3', 0.98, '749 data fields', 749.0)]",1,,"[0]","[3]"
7874,"how many haploid cells are produced during meiosis i",4,"[(4.0, 0.72), (4.0, 0.87), (3.0, 0.96), (3.0, 0.63), (4.0, 0.74), (4.0, 1.0), (4.0, 0.98), (4.0, 0.91), (4.0, 0.98), (2.0, 0.97), (4.0, 0.95), (4.0, 0.99)]","[('0', 0.72, 'four', 4.0), ('1', 0.87, 'four', 4.0), ('2', 0.96, 'Three cells', 3.0), ('3', 0.63, '3 d', 3.0), ('4', 0.44, 'Three cells', 3.0), ('6', 0.74, 'four haploid daughter cells', 4.0), ('7', 0.44, 'four genetically distinct', 4.0), ('8', 1.0, 'four', 4.0), ('9', 0.98, 'four haploid gametes', 4.0), ('13', 0.91, 'four daughter cells', 4.0), ('14', 0.98, 'four cells', 4.0), ('16', 0.97, 'two cells', 2.0), ('18', 0.95, 'four haploid', 4.0), ('20', 0.99, 'four haploid cells', 4.0)]",1,"[20,9,14,18,13,1,6,0,3,16]","[2,3,16]",
5696,"how many rooms does aulani have",359,"[(359.0, 0.8), (359.0, 0.95), (359.0, 0.72)]","[('0', 0.8, '359 traditional hotel rooms and suites', 359.0), ('2', 0.95, '359 hotel rooms', 359.0), ('31', 0.72, '359 hotel rooms and suites', 359.0)]",1,"[0,31]",,
10523,"how many units of xeomin for glabellar",20,"[(20.0, 0.52), (20.0, 0.92), (4.0, 0.97), (50.0, 0.98), (5.0, 0.73), (25.0, 0.98), (20.0, 0.92), (20.0, 0.84), (20.0, 0.99), (4.0, 0.97), (20.0, 0.84), (20.0, 0.99)]","[('0', 0.52, '20 Units per treatment session', 20.0), ('1', 0.92, '20 Units per treatment session', 20.0), ('3', 0.36, '20 Units per treatment session', 20.0), ('7', 0.34, '10 Units/kg, or 30 Units/kg', 10.0), ('7', 0.34, '10 Units/kg, or 30 Units/kg', 30.0), ('11', 0.97, '4-point scale', 4.0), ('12', 0.36, '20 Units per treatment session', 20.0), ('14', 0.98, '50 units', 50.0), ('18', 0.73, '5 injection points', 5.0), ('19', 0.98, '25 units', 25.0), ('25', 0.92, '20 units', 20.0), ('26', 0.84, '20 Units', 20.0), ('27', 0.44, '500 Units', 500.0), ('30', 0.39, '16 Units/kg', 16.0), ('33', 0.99, '20 Units', 20.0), ('34', 0.97, '4-point scale', 4.0), ('36', 0.84, '20 Units per treatment session', 20.0), ('37', 0.99, '20 Units', 20.0)]",1,,,
11340,"how many branches of utkarsh bank in india",490,"[(490.0, 0.94)]","[('27', 0.94, 'about 490 branches', 490.0)]",1,,,
6325,"how many drdo centre are there in india",45,"[(45.0, 0.75)]","[('11', 0.75, '45+', 45.0)]",1,,,
7607,"how many fijian islands are there",330,"[(333.0, 0.98), (322.0, 0.99), (332.0, 0.98), (330.0, 0.99)]","[('1', 0.98, '333 gorgeous island jewels', 333.0), ('4', 0.99, '322 islands', 322.0), ('11', 0.98, '332 islands', 332.0), ('19', 0.99, '330+ islands', 330.0)]",1,"[1,4,11]",,
7956,"how many hindus are there in the world",1100000000,"[(1200000000.0, 0.94), (1000000000.0, 0.89), (1100000000.0, 0.86)]","[('4', 0.94, '1.2 billion Hindus', 1200000000.0), ('5', 0.89, 'about 1 billion Hindus', 1000000000.0), ('8', 0.86, '1.1 billion followers', 1100000000.0)]",1,"[4,5]",,
5246,"how many sworn officers in lapd",10000,"[(10000.0, 0.99), (10000.0, 0.88), (10000.0, 0.98), (10000.0, 0.91), (9900.0, 0.98)]","[('9', 0.99, 'about 10,000', 10000.0), ('14', 0.88, 'roughly 10,000', 10000.0), ('20', 0.98, 'about 10,000', 10000.0), ('23', 0.91, 'nearly 10,000', 10000.0), ('30', 0.98, 'about 9900 sworn officers', 9900.0)]",1,"[20,23,14,30]",,
5250,"how many tgi fridays are there in the us",831,"[(831.0, 0.95), (335.0, 0.62), (831.0, 0.93)]","[('7', 0.95, '831 restaurants', 831.0), ('15', 0.62, '335 locations', 335.0), ('18', 0.93, '831 restaurants', 831.0)]",1,"[18]","[15]",
11335,"how many uob branches in indonesia",178,"[(178.0, 0.97)]","[('2', 0.97, '178 branches', 178.0), ('10', 0.45, '44 UOB Group Branches', 44.0)]",1,,,
7944,"how many high schoolers are in the us",56400000,"[(56400000.0, 0.95)]","[('1', 0.95, 'About 56.4 million students', 56400000.0)]",1,,,
8048,"how many jio users in india",398300000,"[(398300000.0, 0.99), (387.52, 0.99), (400000000.0, 0.98), (322900000.0, 0.9), (138600000.0, 0.82), (400000000.0, 0.98), (750000000.0, 0.75), (388000000.0, 0.98), (627000000.0, 0.98), (400000000.0, 0.97), (350000000.0, 0.82)]","[('0', 0.99, '398.3 million subscribers', 398300000.0), ('3', 0.99, '387.52 million subscribers', 387.52), ('4', 0.98, '400 million subscribers', 400000000.0), ('6', 0.9, '322.9 million users', 322900000.0), ('12', 0.82, '138.6 million of these users', 138600000.0), ('13', 0.98, '400 million subscriber base', 400000000.0), ('16', 0.75, '750 million', 750000000.0), ('20', 0.98, '388 million Jio Phone users', 388000000.0), ('28', 0.98, '627 million people', 627000000.0), ('30', 0.97, 'almost 400 million subscribers', 400000000.0), ('37', 0.82, 'about 350 million users', 350000000.0)]",1,"[4,6,13,20,30,37,3]","[12]","[16,28]"
8184,"how many kakapos are left in the world",131,"[(147.0, 0.73), (124.0, 0.8), (150.0, 0.97), (144.0, 0.98), (125.0, 0.97), (93.0, 0.69), (131.0, 0.98)]","[('4', 0.73, '147 adults', 147.0), ('12', 0.44, '100 Kakapos', 100.0), ('16', 0.8, '124 adults', 124.0), ('21', 0.97, '150 kakapo parrots', 150.0), ('25', 0.98, '144 kakapos', 144.0), ('35', 0.97, '125 of them', 125.0), ('37', 0.69, '93 left - all', 93.0), ('41', 0.98, '131 kakapo', 131.0)]",1,"[4,16,21,25,35]","[37]",
11252,"how many miles from phoenix to sedona",116,"[(116.0, 0.6), (117.0, 0.94), (116.0, 0.97), (115.0, 0.95), (100.0, 0.93), (100.0, 0.89), (99.82, 0.92), (116.0, 0.97), (117.0, 0.95), (116.0, 0.53), (119.0, 0.83), (23.0, 0.8), (110.0, 0.57), (120.0, 0.98), (116.0, 0.97), (120.0, 0.92), (114.3, 0.56), (100.0, 0.56), (119.0, 0.64), (233.0, 0.86)]","[('0', 0.6, '116 miles or 187 kilometers', 116.0), ('1', 0.94, '117 miles', 117.0), ('2', 0.46, '116 miles', 116.0), ('3', 0.97, '116 miles or 187 km', 116.0), ('4', 0.95, '115 miles', 115.0), ('6', 0.93, '100 miles', 100.0), ('7', 0.89, '100 miles', 100.0), ('10', 0.92, '99.82 miles', 99.82), ('12', 0.97, '116 miles or 187 km', 116.0), ('15', 0.95, '117 miles', 117.0), ('19', 0.53, 'about 116 miles', 116.0), ('21', 0.83, 'about 119 miles', 119.0), ('24', 0.45, '116 miles or 187 kilometers', 116.0), ('25', 0.8, '23 miles', 23.0), ('26', 0.57, '110 miles', 110.0), ('27', 0.98, '120-mile trip', 120.0), ('28', 0.97, '116 miles', 116.0), ('29', 0.92, 'about 120 miles', 120.0), ('30', 0.56, '114.3 Miles', 114.3), ('34', 0.36, 'about 116 miles', 116.0), ('38', 0.56, '100 miles', 100.0), ('39', 0.64, '119 miles', 119.0), ('40', 0.86, '233 miles', 233.0)]",1,,,
11345,"how many rooms in vdara las vegas",1500,"[(1500.0, 0.98)]","[('16', 0.98, '1500 Vdara units', 1500.0), ('26', 0.49, '239-room', 239.0)]",1,,,
5782,"how many bcf stores in australia",100,"[(115.0, 0.99), (70.0, 0.96), (135.0, 0.88), (130.0, 0.93), (100.0, 0.75), (100.0, 0.55), (100.0, 0.83), (100.0, 0.83), (130.0, 0.95)]","[('7', 0.99, '115 stores', 115.0), ('11', 0.96, '70+ BCF store locations', 70.0), ('13', 0.88, '135+ stores', 135.0), ('14', 0.93, '130+ stores', 130.0), ('17', 0.29, '90+', 90.0), ('22', 0.75, '100 stores', 100.0), ('27', 0.55, '100 stores', 100.0), ('28', 0.83, '100 stores', 100.0), ('31', 0.83, '100 BCF stores', 100.0), ('37', 0.95, '130+ stores', 130.0)]",0,,,
10903,"how many bhs stores in uk",,"[]","[]",0,,,
9968,"how many commissioners does tsc have",5,"[(5.0, 0.91)]","[('26', 0.91, 'five commissioners', 5.0)]",0,,,
7388,"how many countries speak english",55,"[(55.0, 0.99), (67.0, 0.6), (55.0, 0.99), (67.0, 0.82)]","[('2', 0.99, '55 sovereign states', 55.0), ('5', 0.6, '67 nations', 67.0), ('23', 0.99, '55 sovereign states', 55.0), ('28', 0.82, '67 nations', 67.0)]",0,,,
4909,"how many czech players in nhl",803,"[(803.0, 0.98), (33.0, 0.62)]","[('15', 0.46, '20 seasons', 20.0), ('26', 0.98, '803 players', 803.0), ('39', 0.62, '33 seasons', 33.0)]",0,,,
6187,"how many dams are in china",,"[]","[]",0,,,
7002,"how many eagle scouts per year",,"[]","[]",0,,,
6046,"how many employees does cn have",,"[]","[]",0,,,
11079,"how many ftas does south korea have",,"[]","[]",0,,,
7707,"how many gap inc stores are there",,"[]","[('36', 0.26, '1 year ago', 1.0)]",0,,,
7878,"how many hawaiian islands are there total",8,"[(18.0, 0.87), (6.0, 0.65), (4.0, 0.67), (8.0, 0.96)]","[('4', 0.87, '18 islands', 18.0), ('6', 0.65, 'six largest islands', 6.0), ('18', 0.67, '4 main ones', 4.0), ('29', 0.96, '8 total islands', 8.0)]",0,,,
7959,"how many hiqa standards are there",8,"[(29.0, 0.96), (8.0, 0.5), (4.0, 0.88)]","[('4', 0.96, '29 standards', 29.0), ('7', 0.5, 'eight key themes', 8.0), ('34', 0.88, 'four recommendations', 4.0)]",0,,,
7995,"how many hof did kobe play with",5,"[(5.0, 0.65), (5.0, 0.74)]","[('9', 0.65, 'five NBA championships', 5.0), ('12', 0.49, '5 NBA Championships', 5.0), ('19', 0.74, '5 times', 5.0)]",0,,,
6463,"how many idbi branches in tamilnadu",,"[]","[]",0,,,
5007,"how many ieee fellows are there",300,"[(300.0, 0.86)]","[('22', 0.86, 'about 300 people', 300.0)]",0,,,
6506,"how many ifrs standards are notified in india",35,"[(35.0, 0.75)]","[('5', 0.75, '35 ‘', 35.0), ('35', 0.13, '4 Insurance contracts 5', 4.0), ('35', 0.13, '4 Insurance contracts 5', 5.0)]",0,,,
6739,"how many jails are in virginia",244,"[(244.0, 0.91), (60.0, 0.75)]","[('0', 0.91, '244 Jails & Prisons', 244.0), ('3', 0.75, '60 local', 60.0)]",0,,,
6767,"how many jci accredited hospitals in india",34,"[(34.0, 0.94)]","[('0', 0.94, '34 JCI', 34.0)]",0,,,
8008,"how many jobs does barbie have",150,"[(150.0, 0.65), (14.0, 0.6)]","[('4', 0.65, '150 careers', 150.0), ('28', 0.6, '14 jobs', 14.0)]",0,,,
11125,"how many jr stations in tokyo",30,"[(142.0, 0.83), (30.0, 0.9), (4800.0, 0.71), (20.0, 0.76), (5.0, 0.65), (180.0, 0.94), (5.0, 0.68), (5.0, 0.93)]","[('0', 0.83, '142 unique stations', 142.0), ('4', 0.9, '30 stations', 30.0), ('5', 0.71, '4800 stations', 4800.0), ('15', 0.76, '20 minutes', 20.0), ('16', 0.65, 'five stations', 5.0), ('19', 0.94, '180 stations', 180.0), ('22', 0.68, '5 local JR', 5.0), ('30', 0.93, 'five main Tokyo railway lines', 5.0)]",0,,,
8452,"how many lakes in colorado",49,"[(49.0, 0.99)]","[('5', 0.99, '49 lakes', 49.0), ('7', 0.48, '21 of Colorado’s largest', 21.0)]",0,,,
8494,"how many lee's chicken locations are there",,"[]","[]",0,,,
6482,"how many members does iehp have",,"[]","[]",0,,,
8956,"how many methods of ndt are there",4,"[(6.0, 0.99), (4.0, 0.96), (3.0, 0.98), (4.0, 0.98)]","[('1', 0.99, 'six of them', 6.0), ('2', 0.42, 'six methods', 6.0), ('11', 0.96, 'four techniques', 4.0), ('15', 0.98, '3 levels', 3.0), ('46', 0.98, 'four types', 4.0)]",0,,,
11015,"how many nato troops are in afghanistan",1350000,"[(1350000.0, 0.8), (11000.0, 0.74)]","[('8', 0.8, '1.35 million troops', 1350000.0), ('23', 0.74, 'about 11,000', 11000.0)]",0,,,
5153,"how many nxt championships are there",15,"[(15.0, 0.86), (4.0, 0.73)]","[('25', 0.86, '15 August 2018', 15.0), ('35', 0.73, 'Four Horsewomen', 4.0)]",0,,,
7069,"how many ophthalmologists in the united states",41000,"[(23861.0, 0.98), (41000.0, 0.91), (372400.0, 0.86)]","[('1', 0.98, 'approximately 23,861', 23861.0), ('3', 0.91, 'approximately 41,000', 41000.0), ('4', 0.86, 'estimated 372,400', 372400.0)]",0,,,
7072,"how many opm ovas are there",5,"[(6.0, 0.85), (2.0, 0.62), (5.0, 0.84)]","[('24', 0.85, 'six total', 6.0), ('27', 0.34, '9 OVAs', 9.0), ('31', 0.38, '13 Naruto/Naruto', 13.0), ('32', 0.62, 'two happen', 2.0), ('40', 0.84, '5 Haikyuu OVAS', 5.0)]",0,,,
9326,"how many qurans",,"[]","[('9', 0.48, '6236 verses', 6236.0)]",0,,,
11282,"how many rtc in the philippines",,"[]","[]",0,,,
7858,"how many schools in gwinnett county",,"[]","[]",0,,,
9673,"how many skoda dealers in the uk",300,"[(300.0, 0.88)]","[('30', 0.88, 'around 300 dealers', 300.0)]",0,,,
9702,"how many small businesses in florida",30200000,"[(2300000.0, 0.68), (31700000.0, 0.98), (2700000.0, 0.99), (2200000.0, 0.98), (31700000.0, 0.99), (30200000.0, 0.99)]","[('5', 0.68, '2.3 million Small Businesses', 2300000.0), ('7', 0.98, '31.7 million businesses', 31700000.0), ('16', 0.99, '2.7 million small businesses', 2700000.0), ('27', 0.98, 'nearly 2.2 million small businesses', 2200000.0), ('29', 0.99, '31.7 million small businesses', 31700000.0), ('38', 0.99, '30.2 Million Small Businesses', 30200000.0)]",0,,,
8928,"how many telstra stores in australia",300,"[(300.0, 0.97)]","[('19', 0.97, '300 branded stores', 300.0)]",0,,,
4795,"how many tourists visited italy in 2019",94000000,"[(96000000.0, 0.98), (94000000.0, 0.97), (2000000.0, 0.57)]","[('0', 0.98, '96 million tourist arrivals', 96000000.0), ('3', 0.97, '94 million tourists per year', 94000000.0), ('12', 0.57, 'almost two million Chinese tourists', 2000000.0)]",0,,,
11343,"how many us soldiers died in iraq",500000,"[(500000.0, 0.66)]","[('41', 0.66, 'Nearly 500,000', 500000.0)]",0,,,
10198,"how many utcs are there in the uk",48,"[(48.0, 0.95), (50.0, 0.99), (48.0, 0.92), (55.0, 0.79), (48.0, 0.96), (50.0, 0.99)]","[('0', 0.95, '48 UTCs', 48.0), ('6', 0.99, '50 UTCs', 50.0), ('11', 0.92, '48 UTCs', 48.0), ('14', 0.79, '55 mainstream', 55.0), ('21', 0.96, '48 UTCs', 48.0), ('26', 0.99, '50 UTCs', 50.0)]",0,,,
10876,"how many algerian in usa",,"[]","[]",0,,,
5809,"how many become navy seals",,"[]","[]",0,,,
8159,"how many belts are there in jiu jitsu",,"[]","[]",0,,,
5865,"how many bixby users",,"[]","[]",0,,,
5876,"how many black people in america",36400000,"[(36400000.0, 0.82)]","[('2', 0.82, '36.4 million people', 36400000.0)]",0,,,
4901,"how many cts wagons were made",54,"[(54.0, 0.96), (1961.0, 0.74)]","[('4', 0.32, '2008 CTS models—', 2008.0), ('25', 0.96, '54 wagons', 54.0), ('37', 0.74, '1961 Cadillac station wagon', 1961.0)]",0,,,
9939,"how many died in tohoku earthquake",25000,"[(25000.0, 0.6)]","[('40', 0.6, 'some 25,000', 25000.0)]",0,,,
7594,"how many fgfa will india buy",120,"[(120.0, 0.51)]","[('15', 0.51, '120 FGFA', 120.0)]",0,,,
6528,"how many iglesia ni cristo members in the world",,"[]","[]",0,,,
8059,"how many isa can you have",1,"[(2.0, 0.74), (1.0, 0.72), (1.0, 0.83), (1.0, 0.82), (1.0, 0.8)]","[('4', 0.74, '2 cash ISAs’', 2.0), ('12', 0.72, 'one cash ISA', 1.0), ('20', 0.83, 'one type', 1.0), ('28', 0.82, 'one of each type', 1.0), ('37', 0.8, 'one mini ISA', 1.0)]",0,,,
8604,"how many ltc in texas",,"[]","[]",0,,,
