qid,query,prediction,cardinals,tf_answer,relaxed_precision,equivalent_ids,subgroups_ids,unrelated_ids
1283,how many wives did king solomon have,700,"[(700.0, 0.97), (700.0, 0.81), (70000.0, 0.92), (700.0, 0.98), (3.0, 0.95), (3.0, 0.67), (700.0, 0.92), (2.0, 0.92), (1000.0, 0.56), (700.0, 0.98), (700.0, 0.99), (5.0, 0.69), (2.0, 0.64), (700.0, 0.94), (700.0, 0.97), (700.0, 0.68), (2.0, 0.66), (1.0, 0.57), (700.0, 0.51), (700.0, 0.92), (2.0, 0.98)]","[('0', 0.97, '700 wives', 700.0), ('1', 0.81, 'seven hundred wives', 700.0), ('4', 0.92, '700 hundred wives', 70000.0), ('6', 0.98, '700 wives', 700.0), ('9', 0.95, 'three children', 3.0), ('11', 0.67, '3 He', 3.0), ('14', 0.92, '700 wives', 700.0), ('16', 0.38, '2', 2.0), ('17', 0.38, 'seven hundred wives', 700.0), ('18', 0.92, '2 Of the nations', 2.0), ('19', 0.41, '2 These women', 2.0), ('20', 0.56, '1000', 1000.0), ('21', 0.41, '1,000', 1000.0), ('22', 0.98, '700 wives', 700.0), ('23', 0.99, '700 wives', 700.0), ('24', 0.69, '5 wives', 5.0), ('25', 0.64, '2', 2.0), ('26', 0.94, '700 wives', 700.0), ('28', 0.97, '700 wives', 700.0), ('30', 0.68, 'seven hundred wives', 700.0), ('32', 0.66, 'two men', 2.0), ('33', 0.57, 'One of the most famous claims', 1.0), ('35', 0.51, '700 wives', 700.0), ('39', 0.92, 'seven hundred wives', 700.0), ('45', 0.98, 'twice', 2.0)]",0,,,
1728,how many gi joe movies are there,3,"[(6.0, 0.82), (2.0, 0.78), (5.0, 0.57), (2.0, 0.52), (2.0, 0.85), (3.0, 0.97), (3.0, 0.98)]","[('1', 0.82, '6 movies', 6.0), ('6', 0.78, 'two months', 2.0), ('9', 0.57, '5-Year Deal', 5.0), ('16', 0.52, 'two attempts', 2.0), ('18', 0.44, '2', 2.0), ('24', 0.85, 'two interruptions', 2.0), ('35', 0.97, '3', 3.0), ('40', 0.98, '3', 3.0)]",0,,,
1841,how many hannah montana movies are there,3,"[(3.0, 0.97), (3.0, 0.85), (25.0, 0.67), (25.0, 0.67), (3.0, 0.85), (3.0, 0.98), (10.0, 0.54), (2.0, 0.5)]","[('1', 0.97, '3 movie', 3.0), ('3', 0.43, '3', 3.0), ('15', 0.85, '3', 3.0), ('16', 0.67, '25', 25.0), ('23', 0.67, '25', 25.0), ('25', 0.85, '3', 3.0), ('31', 0.98, '3', 3.0), ('35', 0.54, 'two hyper eight-year-olds', 10.0), ('42', 0.5, '2 Meet', 2.0)]",0,,,
1938,how many hilo books are there,5,"[(3.0, 0.99), (5.0, 0.89), (7.0, 0.95), (10.0, 0.91)]","[('0', 0.44, '8 primary works', 8.0), ('1', 0.99, '3', 3.0), ('2', 0.89, 'five books', 5.0), ('5', 0.95, '7 books', 7.0), ('9', 0.91, '10 books', 10.0)]",0,,,
2049,how many husbands did joe exotic have,4,"[(4.0, 0.93), (5.0, 0.96), (4.0, 0.95), (4.0, 0.91), (4.0, 0.85), (5.0, 0.91), (2.0, 0.95), (5.0, 0.98), (5.0, 0.98)]","[('1', 0.93, 'four times', 4.0), ('2', 0.96, 'five husbands', 5.0), ('3', 0.95, 'four times', 4.0), ('7', 0.91, 'four husbands', 4.0), ('8', 0.85, 'four husbands', 4.0), ('14', 0.91, 'five husbands', 5.0), ('16', 0.95, 'two ...', 2.0), ('19', 0.98, 'five different men', 5.0), ('27', 0.98, '5 husbands', 5.0)]",0,,,
2051,how many husbands did princess margaret have,2,"[(2.0, 0.62), (2.0, 0.68), (104.0, 0.53)]","[('3', 0.62, 'two children', 2.0), ('7', 0.68, 'two children', 2.0), ('36', 0.53, '104', 104.0)]",0,,,
2128,how many indiana jones movies are there,4,"[(4.0, 0.56), (4.0, 0.97), (5.0, 0.89), (4.0, 0.95), (4.0, 0.98), (4.0, 0.73), (4.0, 0.87), (5.0, 0.97), (5.0, 0.99), (5.0, 0.59)]","[('0', 0.56, 'four Indiana Jones movies', 4.0), ('2', 0.97, 'four movies', 4.0), ('3', 0.89, '5', 5.0), ('8', 0.95, '4 Movies', 4.0), ('11', 0.98, 'four movies', 4.0), ('14', 0.73, 'four Indiana Jones movies', 4.0), ('15', 0.87, 'Four', 4.0), ('21', 0.97, '5', 5.0), ('33', 0.99, '5', 5.0), ('34', 0.37, 'ten of which', 10.0), ('46', 0.59, '5 opposite Ford', 5.0)]",0,,,
2421,how many john wick movies are there,3,"[(3.0, 0.79), (3.0, 0.74), (4.0, 0.9)]","[('0', 0.79, 'three John Wick movies', 3.0), ('1', 0.74, 'three “', 3.0), ('5', 0.9, '4', 4.0)]",0,,,
2445,how many james bond movies were made,23,"[(24.0, 0.95), (21.0, 0.93), (5.0, 0.53), (22.0, 0.97), (26.0, 0.96), (23.0, 0.65), (22.0, 0.99), (25.0, 0.99), (25.0, 0.87), (23.0, 0.81)]","[('2', 0.95, '24 Bond movies', 24.0), ('4', 0.93, '21 bond movies', 21.0), ('15', 0.53, '5 feature films', 5.0), ('17', 0.97, 'twenty-two Bond films', 22.0), ('19', 0.96, '26 James Bond Movies', 26.0), ('21', 0.65, '23 official James Bond movies', 23.0), ('24', 0.99, '22 Bondfilms', 22.0), ('31', 0.99, '25 films', 25.0), ('41', 0.87, '25 films', 25.0), ('44', 0.81, '23 movies', 23.0)]",0,,,
2447,how many jane austen movies are there,6,"[(12.0, 0.75), (6.0, 0.9), (6.0, 0.82), (15.0, 0.52)]","[('3', 0.75, '12', 12.0), ('7', 0.9, 'six films', 6.0), ('18', 0.82, 'six films', 6.0), ('23', 0.52, '15 Jane Austen Movie Adaptations', 15.0)]",0,,,
2448,how many jane austen novels are there,6,"[(6.0, 0.73), (6.0, 0.92), (14.0, 0.53), (6.0, 0.69), (6.0, 0.72), (6.0, 0.85), (6.0, 0.89)]","[('0', 0.73, 'six completed novels', 6.0), ('1', 0.92, 'six major novels', 6.0), ('12', 0.53, '14 primary works', 14.0), ('15', 0.69, 'six novels', 6.0), ('21', 0.72, 'six novels', 6.0), ('32', 0.85, 'six novels', 6.0), ('43', 0.89, 'six novels', 6.0)]",0,,,
2537,how many john wayne movies,22,"[(140.0, 0.83), (187.0, 0.8), (22.0, 0.97), (14.0, 0.76), (5.0, 0.57), (22.0, 0.81), (5.0, 0.7), (14.0, 0.97), (17.0, 0.82), (143.0, 0.75)]","[('3', 0.83, '140 Wayne films', 140.0), ('4', 0.8, '187 John Wayne Movies', 187.0), ('10', 0.97, '22 movies', 22.0), ('11', 0.76, '14 Movie Collection', 14.0), ('12', 0.57, 'five movies', 5.0), ('17', 0.81, '22 movies', 22.0), ('22', 0.7, 'five movies', 5.0), ('23', 0.97, '14 movies', 14.0), ('31', 0.82, '17 films', 17.0), ('34', 0.75, '143 starring or ""', 143.0)]",0,,,
2538,how many john wayne movies are there,3,"[(200.0, 0.53), (3.0, 0.95), (3.0, 0.93), (17.0, 0.87), (14.0, 0.87), (2.0, 0.92)]","[('0', 0.49, '169 feature length films', 169.0), ('14', 0.53, 'almost 200 theatrical films', 200.0), ('34', 0.95, 'Three Times', 3.0), ('36', 0.93, 'three movies', 3.0), ('38', 0.87, '17 films', 17.0), ('39', 0.87, '14 movies', 14.0), ('46', 0.92, 'Two men', 2.0)]",0,,,
2620,how many jodi picoult books are there,18,"[(25.0, 0.96), (17.0, 0.98), (17.0, 0.98), (17.0, 0.97), (18.0, 0.93), (24.0, 0.92), (20.0, 0.97)]","[('0', 0.96, 'twenty-five novels', 25.0), ('2', 0.98, '17 books', 17.0), ('13', 0.98, '17 novels', 17.0), ('14', 0.97, '17 books', 17.0), ('16', 0.93, '18 books', 18.0), ('17', 0.92, '24 novels', 24.0), ('40', 0.97, '20 novels', 20.0)]",0,,,
2637,how many novels did agatha christie write,66,"[(66.0, 0.97), (66.0, 0.69), (75.0, 0.54), (33.0, 0.84), (66.0, 0.97), (72.0, 0.97), (66.0, 0.82), (6.0, 0.52), (75.0, 0.7), (66.0, 0.93), (75.0, 0.54), (66.0, 0.96), (66.0, 0.98), (75.0, 0.98), (75.0, 0.82), (91.0, 0.99), (80.0, 0.98), (33.0, 0.95), (66.0, 0.95), (79.0, 0.98), (33.0, 0.89), (66.0, 0.97), (76.0, 0.89), (79.0, 0.98)]","[('0', 0.97, '66 detective novels', 66.0), ('1', 0.69, '66 detective novels', 66.0), ('2', 0.54, '75 novels', 75.0), ('4', 0.84, '33 novels', 33.0), ('6', 0.97, '66 detective novels', 66.0), ('7', 0.97, '72 novels', 72.0), ('8', 0.82, '66 crime novels', 66.0), ('9', 0.52, 'six', 6.0), ('10', 0.7, '75 novels', 75.0), ('11', 0.93, '66 detective novels', 66.0), ('13', 0.54, '75 novels', 75.0), ('14', 0.96, '66 detective novels', 66.0), ('15', 0.98, '66 detective novels', 66.0), ('18', 0.98, '75 books', 75.0), ('19', 0.82, '75 books', 75.0), ('20', 0.99, '91 books', 91.0), ('25', 0.98, 'approximately 80 novels', 80.0), ('27', 0.95, 'thirty-three novels', 33.0), ('28', 0.95, '66 detective novels', 66.0), ('29', 0.98, '79 novels', 79.0), ('33', 0.89, '33 novels', 33.0), ('34', 0.97, '66 novels', 66.0), ('35', 0.89, '76 books', 76.0), ('37', 0.98, '79 novels', 79.0)]",0,,,
2638,how many novels did jane austen write,6,"[(6.0, 0.91), (6.0, 0.97), (6.0, 0.75), (6.0, 0.98), (6.0, 0.97), (4.0, 0.55), (6.0, 0.98), (6.0, 0.98), (6.0, 0.97), (6.0, 0.97)]","[('0', 0.91, 'six major novels', 6.0), ('2', 0.97, 'six completed novels', 6.0), ('4', 0.75, 'six complete novels', 6.0), ('5', 0.98, 'six complete novels', 6.0), ('6', 0.97, 'six novels', 6.0), ('7', 0.55, 'four of which', 4.0), ('9', 0.98, 'six complete novels', 6.0), ('10', 0.98, 'six novels', 6.0), ('12', 0.97, 'six completed novels', 6.0), ('22', 0.97, 'six completed novels', 6.0)]",0,,,
2639,how many novels did stephen king write,60,"[(63.0, 0.98), (62.0, 0.99), (55.0, 0.83), (63.0, 0.98), (58.0, 0.82), (63.0, 0.98), (62.0, 0.99), (44.0, 0.53), (60.0, 0.68), (60.0, 0.98), (8.0, 0.98), (51.0, 0.97), (50.0, 0.99), (60.0, 0.98), (8.0, 0.88), (63.0, 0.98)]","[('0', 0.98, '63 novels', 63.0), ('1', 0.99, '62 novels', 62.0), ('3', 0.83, '55 novels', 55.0), ('5', 0.98, '63 novels', 63.0), ('7', 0.82, '58 novels', 58.0), ('10', 0.98, '63 novels', 63.0), ('11', 0.99, '62 novels', 62.0), ('13', 0.53, '44 years ago', 44.0), ('17', 0.68, '60 books', 60.0), ('18', 0.98, '60 novels', 60.0), ('20', 0.98, 'eight novels', 8.0), ('21', 0.97, '51 novels', 51.0), ('22', 0.99, '50', 50.0), ('23', 0.98, '60 novels', 60.0), ('26', 0.88, 'eight novels', 8.0), ('38', 0.98, '63 novels', 63.0)]",0,,,
2649,how many jrr tolkien books are there,12,"[(385.0, 0.98), (12.0, 0.86), (12.0, 0.9)]","[('3', 0.98, '385 books', 385.0), ('9', 0.86, '12-volume History', 12.0), ('21', 0.9, '12 Books', 12.0)]",0,,,
2712,how many kids does cam newton have,7,"[(7.0, 0.99), (4.0, 0.64), (7.0, 0.95), (4.0, 0.92), (7.0, 0.99), (5.0, 0.97), (4.0, 0.98), (7.0, 0.86), (7.0, 0.98), (7.0, 0.98), (4.0, 0.98), (5.0, 0.99), (7.0, 0.98), (7.0, 0.93), (7.0, 0.99), (3.0, 0.59), (7.0, 0.98), (8.0, 0.95), (4.0, 0.82)]","[('1', 0.99, 'seven kids', 7.0), ('2', 0.64, 'four children', 4.0), ('3', 0.95, 'seven children', 7.0), ('4', 0.92, '4 this month', 4.0), ('5', 0.35, 'four kids', 4.0), ('11', 0.99, 'seven', 7.0), ('13', 0.97, 'five biological children', 5.0), ('14', 0.98, 'four children', 4.0), ('15', 0.86, 'seven children', 7.0), ('18', 0.98, 'seven children', 7.0), ('21', 0.98, 'seven kids', 7.0), ('24', 0.98, 'four children', 4.0), ('25', 0.99, 'five biological children', 5.0), ('26', 0.98, 'seven', 7.0), ('27', 0.93, '7 children', 7.0), ('28', 0.99, 'seven children', 7.0), ('29', 0.59, '3 children', 3.0), ('34', 0.98, 'seven children', 7.0), ('36', 0.95, '8', 8.0), ('39', 0.82, '4', 4.0)]",0,,,
2825,how many kids does elon musk have,6,"[(6.0, 0.99), (6.0, 0.94), (6.0, 0.96), (6.0, 0.99), (6.0, 0.94), (14.0, 0.97), (6.0, 0.98), (6.0, 0.98), (5.0, 0.98), (6.0, 0.95), (6.0, 0.99), (6.0, 0.79), (6.0, 0.99), (6.0, 0.97), (6.0, 0.97), (6.0, 0.99), (6.0, 0.96), (6.0, 0.96), (6.0, 0.99), (6.0, 0.96), (5.0, 0.52), (6.0, 0.99), (5.0, 0.97), (6.0, 0.86), (6.0, 0.85), (5.0, 0.98), (5.0, 0.76)]","[('0', 0.99, 'six children', 6.0), ('1', 0.94, 'six children', 6.0), ('2', 0.96, 'six children', 6.0), ('3', 0.99, 'six children', 6.0), ('4', 0.94, 'six children', 6.0), ('5', 0.97, '14 children', 14.0), ('7', 0.98, 'six children', 6.0), ('8', 0.98, 'six sons', 6.0), ('9', 0.98, '5 kids', 5.0), ('10', 0.95, 'six children', 6.0), ('11', 0.99, 'six children', 6.0), ('12', 0.79, 'six', 6.0), ('15', 0.99, 'six children', 6.0), ('16', 0.97, 'six children', 6.0), ('17', 0.97, 'six children', 6.0), ('18', 0.99, 'six children', 6.0), ('19', 0.96, 'six children', 6.0), ('20', 0.34, '12-year-old', 12.0), ('21', 0.96, 'six children', 6.0), ('22', 0.99, 'six children', 6.0), ('23', 0.96, 'six children', 6.0), ('24', 0.52, 'five kids', 5.0), ('25', 0.99, 'six children', 6.0), ('26', 0.97, 'five sons', 5.0), ('28', 0.86, 'six sons', 6.0), ('32', 0.85, 'six children', 6.0), ('33', 0.98, 'five children', 5.0), ('34', 0.76, '5 children', 5.0)]",0,,,
2837,how many kids does nicky jam have,4,"[(4.0, 0.99), (4.0, 0.93), (4.0, 0.97), (4.0, 0.99), (4.0, 0.56), (4.0, 0.99), (4.0, 0.99), (4.0, 0.98), (4.0, 0.99), (5.0, 0.62), (4.0, 0.99), (4.0, 0.8)]","[('1', 0.99, 'four children', 4.0), ('2', 0.93, 'four children', 4.0), ('4', 0.97, 'Four Kids', 4.0), ('7', 0.99, 'four children', 4.0), ('10', 0.56, '4 Children Contents', 4.0), ('18', 0.99, 'four children', 4.0), ('21', 0.99, 'four children', 4.0), ('23', 0.3, '11. Nicky Jam is best known for his hits such as, “Travesuras” and “Te Busco”. He is fascinated with body art since childhood and has got his first tattoo at the age of 10 years', 11.0), ('23', 0.3, '11. Nicky Jam is best known for his hits such as, “Travesuras” and “Te Busco”. He is fascinated with body art since childhood and has got his first tattoo at the age of 10 years', 10.0), ('25', 0.98, 'four children', 4.0), ('30', 0.99, 'four children', 4.0), ('32', 0.62, '5 Feet 11 Inches', 5.0), ('34', 0.28, '7 days', 7.0), ('36', 0.99, 'four children', 4.0), ('37', 0.8, 'four children', 4.0)]",0,,,
2964,how many kubrick movies,13,"[(13.0, 0.98), (13.0, 0.99), (13.0, 0.83), (13.0, 0.56), (2.0, 0.89), (13.0, 0.99), (2.0, 0.53)]","[('0', 0.98, 'thirteen feature films', 13.0), ('6', 0.99, '13 features', 13.0), ('10', 0.83, '13 feature films', 13.0), ('19', 0.56, ""13 of Stanley Kubrick's movies"", 13.0), ('32', 0.89, 'Two Disc Special Edition', 2.0), ('39', 0.99, '13 films', 13.0), ('44', 0.53, 'Two”', 2.0)]",0,,,
3231,how many maeve kerrigan books are there,6,"[(5.0, 0.51), (5.0, 0.69), (6.0, 0.99), (9.0, 0.96), (9.0, 0.98)]","[('5', 0.51, 'five books', 5.0), ('8', 0.69, '5', 5.0), ('38', 0.99, '6', 6.0), ('39', 0.96, '9', 9.0), ('40', 0.98, '9', 9.0)]",0,,,
3513,how many movies is morgan freeman in,3,"[(2.0, 0.67), (3.0, 0.93), (3.0, 0.97), (2.0, 0.63), (8.0, 0.81), (2.0, 0.64), (3.0, 0.97), (2.0, 0.98)]","[('6', 0.67, '2', 2.0), ('18', 0.93, '3 movies', 3.0), ('21', 0.34, '5 films', 5.0), ('24', 0.97, '3 times', 3.0), ('28', 0.63, 'two-time God player', 2.0), ('34', 0.81, 'eight-part series', 8.0), ('38', 0.64, '2 men', 2.0), ('39', 0.97, '3 interesting movies', 3.0), ('40', 0.98, 'two movies', 2.0)]",0,,,
3519,how many mythica movies are there,5,"[(5.0, 0.98), (5.0, 0.98), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.98), (5.0, 0.72), (5.0, 0.97), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99), (5.0, 0.99)]","[('0', 0.98, 'five Mythica movies', 5.0), ('1', 0.98, '5 movies', 5.0), ('2', 0.99, 'five films', 5.0), ('4', 0.99, 'five fantasy films', 5.0), ('5', 0.99, '5 MOVIES', 5.0), ('8', 0.98, 'five feature films', 5.0), ('9', 0.72, '5', 5.0), ('10', 0.97, 'five part series', 5.0), ('11', 0.99, '5-movie series', 5.0), ('14', 0.99, '5-movie series', 5.0), ('16', 0.99, '5-movie series', 5.0), ('19', 0.99, 'five film series', 5.0), ('27', 0.99, '5-movie series', 5.0), ('30', 0.99, '5-movie series', 5.0)]",0,,,
