qid,query,prediction,cardinals,tf_answer,relaxed_precision,equivalent_ids,subgroups_ids,unrelated_ids
11445,how many hmong in china,2700000,"[(3900000.0, 0.99), (2700000.0, 0.76), (2700000.0, 0.89), (2143.0, 0.64)]","[('9', 0.99, '3,900,000', 3900000.0), ('13', 0.76, 'about 2.7 million', 2700000.0), ('31', 0.89, 'about 2.7 million', 2700000.0), ('32', 0.64, '2,143', 2143.0)]",1,"[31,9,13]",,[32]
7176,how many dbqs are on the apush exam 2020,5,"[(5.0, 0.81), (5.0, 0.97), (9.0, 0.82), (5.0, 0.53), (5.0, 0.98), (5.0, 0.92), (5.0, 0.98)]","[('10', 0.81, 'five', 5.0), ('17', 0.97, 'five documents', 5.0), ('20', 0.82, 'nine units', 9.0), ('30', 0.53, '5 document', 5.0), ('33', 0.98, 'five documents', 5.0), ('40', 0.49, 'seven 5-document DBQs', 7.0), ('42', 0.92, 'five documents', 5.0), ('44', 0.98, 'five documents', 5.0)]",0,,,
7222,how many fbi agents are there 2020,900,"[(5.0, 0.69), (13998.0, 0.81), (35664.0, 0.99), (48.0, 0.88), (900.0, 0.79)]","[('4', 0.69, 'five major types', 5.0), ('5', 0.81, '13,998', 13998.0), ('6', 0.99, '35,664', 35664.0), ('17', 0.88, '48 positions', 48.0), ('20', 0.44, '56 field offices', 56.0), ('24', 0.79, 'some 900 individuals', 900.0)]",0,,,
7230,how many homicides in milwaukee 2019,167,"[(58.0, 0.94), (190.0, 0.93), (97.0, 0.97), (190.0, 0.52), (189.0, 0.97), (97.0, 0.82), (155.0, 0.59), (190.0, 0.97), (189.0, 0.98), (189.0, 0.96), (147.0, 0.55), (167.0, 0.6), (140.0, 0.92)]","[('0', 0.94, '58', 58.0), ('10', 0.93, '190 homicides', 190.0), ('11', 0.97, '97 homicides', 97.0), ('16', 0.52, '190 homicides', 190.0), ('17', 0.97, '189 homicides', 189.0), ('18', 0.82, '97 homicides', 97.0), ('22', 0.59, '155 homicides', 155.0), ('24', 0.97, '190 homicides', 190.0), ('29', 0.98, '189 homicides', 189.0), ('31', 0.96, '189 homicides', 189.0), ('34', 0.55, '147 murders', 147.0), ('39', 0.6, '167 gun-related murders', 167.0), ('43', 0.92, '140', 140.0)]",0,,,
8798,how many onomatopoeia in japanese,1200,"[(5.0, 0.6), (5.0, 0.58), (4500.0, 0.99), (1200.0, 0.76), (50.0, 0.95), (1200.0, 0.63)]","[('0', 0.6, 'five types', 5.0), ('1', 0.58, 'five main types', 5.0), ('10', 0.99, '4,500', 4500.0), ('13', 0.76, '1,200', 1200.0), ('26', 0.95, 'fifty sounds', 50.0), ('32', 0.63, '1,200', 1200.0)]",0,,,
10217,how many peter pan movies are there,6,"[(6.0, 0.9), (1000.0, 0.87)]","[('1', 0.9, 'six films', 6.0), ('2', 0.87, '1000 peter pan movies', 1000.0), ('12', 0.29, '15', 15.0), ('24', 0.47, '3', 3.0)]",0,,,
9054,how many stops euston to london bridge,334,"[(334.0, 0.86), (11.0, 0.83)]","[('0', 0.39, 'five minutes', 5.0), ('17', 0.86, '334 train stations', 334.0), ('23', 0.38, '5 minutes', 5.0), ('31', 0.46, '39 km', 39.0), ('38', 0.83, '11 km', 11.0)]",0,,,
8746,how many odf states in india,28,"[(28.0, 0.98), (28.0, 0.98), (28.0, 0.99), (28.0, 0.97), (37.0, 0.76), (28.0, 0.98), (28.0, 0.98), (28.0, 0.93), (29.0, 0.94), (29.0, 0.98), (28.0, 0.99), (28.0, 1.0), (28.0, 0.98), (28.0, 0.99), (28.0, 0.89), (28.0, 0.89), (28.0, 0.98), (28.0, 0.95), (28.0, 0.99), (17.0, 0.65), (29.0, 0.98), (28.0, 0.99), (31.0, 0.54), (17.0, 0.78)]","[('0', 0.98, '28 States', 28.0), ('1', 0.98, '28 states', 28.0), ('3', 0.99, '28 states', 28.0), ('4', 0.97, '28 states', 28.0), ('5', 0.76, '37 States', 37.0), ('6', 0.98, '28 states', 28.0), ('7', 0.98, '28 states', 28.0), ('8', 0.93, '28 states', 28.0), ('10', 0.94, '29 Indian states', 29.0), ('12', 0.98, '29 states', 29.0), ('13', 0.99, '28 states', 28.0), ('14', 1.0, '28', 28.0), ('15', 0.98, '28 states', 28.0), ('16', 0.99, '28 states', 28.0), ('17', 0.89, '28 states', 28.0), ('18', 0.89, '28 states', 28.0), ('19', 0.98, '28 States', 28.0), ('21', 0.95, '28 states', 28.0), ('23', 0.99, '28 states', 28.0), ('26', 0.65, '17 countries', 17.0), ('28', 0.98, '29 states', 29.0), ('34', 0.99, '28 states', 28.0), ('40', 0.54, '31 states', 31.0), ('42', 0.78, '17', 17.0)]",0,,,
9631,how many korean words are there,300,"[(511282.0, 0.93), (60.0, 0.72), (300.0, 0.6)]","[('14', 0.93, '511,282', 511282.0), ('27', 0.72, '60 Korean Words', 60.0), ('32', 0.6, 'about 300 words', 300.0)]",0,,,
8526,how many islands are in the galapagos,13,"[(13.0, 0.97), (13.0, 0.97), (4.0, 0.8), (13.0, 0.59), (18.0, 0.59), (13.0, 0.89), (7.0, 0.82), (13.0, 0.95), (4.0, 0.97), (127.0, 0.98)]","[('0', 0.97, 'thirteen major islands', 13.0), ('2', 0.97, '13 major islands', 13.0), ('3', 0.8, 'four inhabited islands', 4.0), ('9', 0.59, '13 major islands', 13.0), ('10', 0.59, '18 main islands', 18.0), ('17', 0.89, '13 major islands', 13.0), ('19', 0.82, 'seven major islands', 7.0), ('24', 0.95, '13 major islands', 13.0), ('27', 0.97, 'four islands', 4.0), ('30', 0.98, '127 islands', 127.0), ('31', 0.43, '18 major islands', 18.0)]",0,,,
8119,how many cng pump in gorakhpur,2,"[(2.0, 0.71)]","[('24', 0.71, 'two CNG pumps', 2.0), ('42', 0.45, '2 CNG Pumps', 2.0)]",0,,,
8160,how many crm companies are there,379,"[(300.0, 0.6), (379.0, 0.52), (40500.0, 0.87)]","[('14', 0.6, '300 CRM software companies', 300.0), ('18', 0.52, '379 CRM systems', 379.0), ('20', 0.87, 'Approximately 40,500', 40500.0)]",0,,,
8379,how many ibis hotels in paris,100,"[(55.0, 0.93), (100.0, 0.95), (100.0, 0.71), (2495.0, 0.92), (2495.0, 0.81)]","[('3', 0.93, '55 Ibis Hotels', 55.0), ('8', 0.95, '100 hotels', 100.0), ('9', 0.71, '100 hotels', 100.0), ('18', 0.92, '2,495', 2495.0), ('23', 0.81, '2,495', 2495.0)]",0,,,
8696,how many kv schools in haryana,1229,"[(56.0, 0.9), (44.0, 0.79), (1248.0, 0.89), (1229.0, 0.91)]","[('0', 0.9, '56 KVS schools', 56.0), ('1', 0.79, '44 Kendriya Vidyalaya School', 44.0), ('3', 0.89, '1,248', 1248.0), ('9', 0.91, 'Nearly 1229 kv schools', 1229.0)]",0,,,
10022,how many mvnos in the us,171,"[(36000000.0, 0.65), (171.0, 1.0), (139.0, 0.9), (171.0, 1.0), (4.0, 0.83), (139.0, 0.98), (1017.0, 0.86), (113900000000.0, 0.9), (171.0, 1.0), (171.0, 0.99)]","[('2', 0.65, '36 million active subscribers', 36000000.0), ('3', 1.0, '171', 171.0), ('4', 0.9, '139 MVNO brands', 139.0), ('5', 1.0, '171', 171.0), ('9', 0.83, 'four major carriers', 4.0), ('19', 0.98, '139 MVNO brands', 139.0), ('20', 0.86, '1,017', 1017.0), ('26', 0.9, '113.9 billion', 113900000000.0), ('34', 1.0, '171', 171.0), ('35', 0.99, '171', 171.0)]",0,,,
10325,how many pwc offices in australia,5800,"[(5800.0, 0.96)]","[('20', 0.96, '5,800', 5800.0)]",0,,,
10439,how many rixos in dubai,414,"[(414.0, 0.67)]","[('0', 0.67, '414 stylish rooms', 414.0), ('21', 0.33, '17 kilometres', 17.0)]",0,,,
7234,how many seats jsp won in 2019,175,"[(1.0, 0.81), (175.0, 0.94), (230.0, 0.58)]","[('1', 0.81, 'one seat', 1.0), ('2', 0.94, '175 Assembly seats', 175.0), ('14', 0.58, '230-seat parliament', 230.0)]",0,,,
7265,how many ppv buys for ufc 250,1650000,"[(1650000.0, 0.88), (2400000.0, 0.97), (1500000.0, 0.58), (1353429.0, 0.52)]","[('4', 0.88, '1.65 million pay-per-view buys', 1650000.0), ('17', 0.97, '2.4 million buys', 2400000.0), ('28', 0.58, '1.5 million PPV buys', 1500000.0), ('44', 0.52, '1,353,429', 1353429.0)]",0,,,
7351,how many albums does eminem have,11,"[(11.0, 0.97), (49100000.0, 0.65), (11.0, 0.98), (7.0, 0.97), (10.0, 0.98), (19.0, 0.96), (16.0, 0.98)]","[('3', 0.97, '11 albums', 11.0), ('4', 0.65, '49.1 million albums', 49100000.0), ('8', 0.98, '11 albums', 11.0), ('10', 0.97, '7 albums', 7.0), ('11', 0.98, '10 studio albums', 10.0), ('12', 0.96, '19 albums', 19.0), ('22', 0.98, 'sixteen albums', 16.0)]",0,,,
8075,how many cajuns in louisiana,1000000,"[(1000000.0, 0.93)]","[('35', 0.93, 'nearly 1 million Cajuns', 1000000.0)]",0,,,
8152,how many cpm mla in west bengal,60,"[(60.0, 0.68)]","[('4', 0.44, '136 of the total 294 seats', 136.0), ('32', 0.68, 'nearly 60 seats', 60.0)]",0,,,
8174,how many cases of corona in ohio,3700,"[(2038579.0, 0.98), (3700.0, 0.99)]","[('6', 0.98, '2,038,579', 2038579.0), ('8', 0.99, '3,700', 3700.0)]",0,,,
8254,how many dhq in pakistan,10,"[(10.0, 0.94)]","[('45', 0.94, '10', 10.0)]",0,,,
8294,how many dnc members are there,535,"[(168.0, 0.51), (535.0, 0.93)]","[('3', 0.51, '168 members', 168.0), ('44', 0.93, '535 members', 535.0)]",0,,,
8413,how many ied attacks in afghanistan,2020,"[(7979.0, 0.97), (26.0, 0.52), (183.0, 0.52), (170.0, 0.52), (2021.0, 0.97), (3043.0, 0.54), (2015.0, 0.97), (2020.0, 0.99)]","[('3', 0.97, '7,979', 7979.0), ('4', 0.52, '26 August 2021, at 17:50 local time (13:20 UTC), during the evacuation from Afghanistan. At least 183 people were killed, including 170 Afghan civilians', 26.0), ('4', 0.52, '26 August 2021, at 17:50 local time (13:20 UTC), during the evacuation from Afghanistan. At least 183 people were killed, including 170 Afghan civilians', 183.0), ('4', 0.52, '26 August 2021, at 17:50 local time (13:20 UTC), during the evacuation from Afghanistan. At least 183 people were killed, including 170 Afghan civilians', 170.0), ('17', 0.97, '2021', 2021.0), ('21', 0.54, '3,043', 3043.0), ('38', 0.97, '2015', 2015.0), ('40', 0.99, '2020', 2020.0)]",0,,,
8633,how many nri in canada,1541955,"[(1541955.0, 0.74)]","[('10', 0.74, '1,541,955', 1541955.0)]",0,,,
8758,how many episodes of handmaid's tale,10,"[(46.0, 0.99), (10.0, 0.99), (13.0, 0.95), (5.0, 0.86), (5.0, 0.92), (13.0, 0.95), (13.0, 0.98), (10.0, 0.96), (10.0, 0.76), (5.0, 0.91), (10.0, 0.99), (8.0, 0.99), (10.0, 0.85), (10.0, 0.96), (5.0, 0.86), (11.0, 0.64), (13.0, 0.87), (3.0, 0.82), (10.0, 0.99), (10.0, 0.96), (4.0, 0.89), (4.0, 0.83), (5.0, 0.62)]","[('0', 0.99, '46 episodes', 46.0), ('1', 0.99, '10 episodes', 10.0), ('2', 0.37, '5. Seasons 1 and 4 each had 10 episodes', 5.0), ('2', 0.37, '5. Seasons 1 and 4 each had 10 episodes', 1.0), ('2', 0.37, '5. Seasons 1 and 4 each had 10 episodes', 10.0), ('4', 0.95, '13 episodes', 13.0), ('6', 0.86, '5', 5.0), ('8', 0.39, ""four of The Handmaid's Tale"", 4.0), ('9', 0.92, '5', 5.0), ('13', 0.95, '13 episodes', 13.0), ('15', 0.98, '13 episodes', 13.0), ('16', 0.96, '10 episodes', 10.0), ('17', 0.76, '10 episodes', 10.0), ('19', 0.91, '5 release date', 5.0), ('20', 0.99, '10 episodes', 10.0), ('21', 0.99, 'eight episodes', 8.0), ('22', 0.85, '10 episodes', 10.0), ('24', 0.96, '10 ended', 10.0), ('25', 0.86, '5', 5.0), ('26', 0.64, '11', 11.0), ('27', 0.87, '13 episodes', 13.0), ('31', 0.82, '3 episodes', 3.0), ('33', 0.99, '10 episodes', 10.0), ('34', 0.96, '10', 10.0), ('35', 0.44, '4 Episode Release Guide News', 4.0), ('37', 0.42, 'nine episodes', 9.0), ('38', 0.89, '4 Episode 6', 4.0), ('40', 0.83, '4', 4.0), ('42', 0.42, '10 episodes', 10.0), ('44', 0.62, '5', 5.0)]",0,,,
8806,how many opm episodes are there,2,"[(24.0, 0.86), (12.0, 0.99), (2.0, 0.76), (2.0, 0.98), (2.0, 0.97), (2.0, 0.53), (4.0, 0.82), (2.0, 0.81), (2.0, 0.68), (2.0, 0.61), (2.0, 0.96)]","[('1', 0.86, '24 episodes', 24.0), ('2', 0.99, '12 episodes', 12.0), ('4', 0.76, '2 Seasons', 2.0), ('5', 0.98, '2', 2.0), ('7', 0.97, 'two seasons', 2.0), ('14', 0.53, 'Two seasons', 2.0), ('17', 0.82, 'four possibilities', 4.0), ('20', 0.4, '2', 2.0), ('31', 0.81, '2', 2.0), ('34', 0.68, '2', 2.0), ('35', 0.47, '2', 2.0), ('36', 0.61, 'Two', 2.0), ('42', 0.96, 'two Spider-Man', 2.0)]",0,,,
8817,how many orville episodes are there,14,"[(14.0, 0.98), (12.0, 0.94), (14.0, 0.98), (10.0, 0.98), (12.0, 0.77), (30.0, 0.57), (36.0, 0.7)]","[('3', 0.98, '14 episodes', 14.0), ('5', 0.94, '12 episodes', 12.0), ('6', 0.98, '14 episodes', 14.0), ('14', 0.98, '10 episodes', 10.0), ('19', 0.77, '12', 12.0), ('34', 0.46, '11', 11.0), ('37', 0.57, '30', 30.0), ('39', 0.7, '36 Metascore', 36.0)]",0,,,
8819,how many osmond brothers are still alive,9,"[(9.0, 0.98), (9.0, 0.98), (7.0, 0.57), (9.0, 0.96), (9.0, 0.93), (9.0, 0.9), (7.0, 0.96), (9.0, 0.96), (9.0, 0.79), (7.0, 0.54)]","[('0', 0.98, 'nine siblings', 9.0), ('2', 0.98, 'nine Osmonds', 9.0), ('8', 0.57, '7 brothers', 7.0), ('10', 0.96, 'nine children', 9.0), ('16', 0.93, 'nine children', 9.0), ('23', 0.9, 'nine siblings', 9.0), ('24', 0.96, '7 brothers', 7.0), ('25', 0.96, 'nine siblings', 9.0), ('27', 0.79, 'nine Osmonds', 9.0), ('32', 0.54, '7 brothers', 7.0)]",0,,,
8861,how many honda cbx were made,1000,"[(80.0, 0.89), (4434.0, 0.81), (1000.0, 0.66), (2014.0, 0.61)]","[('4', 0.89, '80 CBXs', 80.0), ('5', 0.81, '4434', 4434.0), ('15', 0.66, '1000', 1000.0), ('31', 0.61, '2014 model year', 2014.0)]",0,,,
8916,how many cases of cjd in uk,178,"[(178.0, 0.63)]","[('4', 0.63, '178 cases', 178.0)]",0,,,
8919,how many dwcra groups are there in india,119,"[(119.0, 0.97), (54.0, 0.94)]","[('2', 0.97, '119 DWCRA units', 119.0), ('10', 0.94, '54 DWCRA groups', 54.0)]",0,,,
8989,how many elton john albums are there,31,"[(31.0, 0.99), (12.0, 0.6)]","[('0', 0.99, '31 studio albums', 31.0), ('2', 0.6, '12', 12.0)]",0,,,
9200,how many gacha life youtubers are there,8,"[(8.0, 0.96), (20.0, 0.7)]","[('10', 0.96, '8 characters', 8.0), ('17', 0.7, '20', 20.0)]",0,,,
9741,how many students at liu post,9918,"[(15546.0, 0.98), (9918.0, 0.99), (6316.0, 0.86)]","[('0', 0.98, 'approximately 15,546', 15546.0), ('3', 0.99, '9,918', 9918.0), ('13', 0.86, '6,316', 6316.0)]",0,,,
9858,how many mcu movies is captain america in,4,"[(27.0, 0.97), (4.0, 0.74), (10.0, 0.98), (5.0, 0.54), (4.0, 0.85), (3.0, 0.62), (2.0, 0.97), (27.0, 0.91), (2.0, 0.94)]","[('1', 0.97, '27 MCU movies', 27.0), ('4', 0.74, 'four of the Avengers movies', 4.0), ('7', 0.44, '3-Movie Collection', 3.0), ('16', 0.98, '10 Marvel movies', 10.0), ('22', 0.32, '3 |', 3.0), ('26', 0.54, '5 DC Villains', 5.0), ('29', 0.85, '4 Captain', 4.0), ('36', 0.62, '3', 3.0), ('38', 0.97, 'two fight', 2.0), ('46', 0.91, '27 MCU Movies', 27.0), ('47', 0.94, 'two badass ladies', 2.0)]",0,,,
9871,how many mdrt in singapore,70,"[(70.0, 0.63)]","[('22', 0.63, '70 個國家/地區的 500 多間公司', 70.0)]",0,,,
9941,how many members does mnl48 have,23,"[(30.0, 0.99), (98.0, 0.9), (86.0, 0.74), (5.0, 0.8), (5.0, 0.63), (23.0, 0.92), (9.0, 0.9)]","[('1', 0.99, '30 members', 30.0), ('5', 0.9, '98 members', 98.0), ('9', 0.74, '86 members', 86.0), ('22', 0.8, '5 members', 5.0), ('24', 0.63, '5 member', 5.0), ('25', 0.38, '16 members', 16.0), ('28', 0.92, '23 members', 23.0), ('43', 0.9, '9 member', 9.0)]",0,,,
10282,how many positive cases in florida today,223783,"[(223783.0, 0.98)]","[('34', 0.98, '223,783', 223783.0)]",0,,,
10625,how many students at harvard,6755,"[(5227.0, 0.99), (6473.0, 0.99), (31655.0, 0.99), (6755.0, 0.99), (23731.0, 0.99), (31655.0, 0.99), (2056.0, 0.99), (57435.0, 0.66), (1990.0, 0.74)]","[('2', 0.99, '5,227', 5227.0), ('4', 0.99, '6,473', 6473.0), ('5', 0.99, 'approximately 31,655', 31655.0), ('10', 0.99, '6,755', 6755.0), ('22', 0.99, '23,731', 23731.0), ('24', 0.99, '31,655', 31655.0), ('30', 0.99, '2,056', 2056.0), ('32', 0.66, '57,435', 57435.0), ('46', 0.74, 'Approximately 1,990', 1990.0)]",0,,,
10822,how many ukrainian soldiers have died,1650000,"[(1650000.0, 0.8)]","[('30', 0.8, '1,650,000', 1650000.0)]",0,,,
10910,how many seats vba won in vidhan sabha,1,"[(1.0, 0.69), (60.0, 0.62)]","[('2', 0.69, 'one State', 1.0), ('14', 0.62, '60 B', 60.0), ('31', 0.45, '1 See answer', 1.0)]",0,,,
